Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,2011-02-18,57.36,3.045,NULL,NULL,NULL,NULL,NULL,213.247885,7.742,0
1,2011-02-25,62.90,3.065,NULL,NULL,NULL,NULL,NULL,213.535609,7.742,0
1,2011-03-04,59.58,3.288,NULL,NULL,NULL,NULL,NULL,213.823333,7.742,0
1,2011-03-11,53.56,3.459,NULL,NULL,NULL,NULL,NULL,214.111056,7.742,0
1,2011-03-18,62.76,3.488,NULL,NULL,NULL,NULL,NULL,214.362711,7.742,0
1,2011-03-25,69.97,3.473,NULL,NULL,NULL,NULL,NULL,214.599939,7.742,0
1,2011-04-01,59.17,3.524,NULL,NULL,NULL,NULL,NULL,214.837166,7.682,0
1,2011-04-08,67.84,3.622,NULL,NULL,NULL,NULL,NULL,215.074394,7.682,0
1,2011-04-15,71.27,3.743,NULL,NULL,NULL,NULL,NULL,215.291856,7.682,0
1,2011-04-22,72.99,3.807,NULL,NULL,NULL,NULL,NULL,215.459905,7.682,0
1,2011-04-29,72.03,3.810,NULL,NULL,NULL,NULL,NULL,215.627954,7.682,0
1,2011-05-06,64.61,3.906,NULL,NULL,NULL,NULL,NULL,215.796004,7.682,0
1,2011-05-13,75.64,3.899,NULL,NULL,NULL,NULL,NULL,215.964053,7.682,0
1,2011-05-20,67.63,3.907,NULL,NULL,NULL,NULL,NULL,215.733920,7.682,0
1,2011-05-27,77.72,3.786,NULL,NULL,NULL,NULL,NULL,215.503788,7.682,0
1,2011-06-03,83.00,3.699,NULL,NULL,NULL,NULL,NULL,215.273655,7.682,0
1,2011-06-10,83.13,3.648,NULL,NULL,NULL,NULL,NULL,215.043523,7.682,0
1,2011-06-17,86.41,3.637,NULL,NULL,NULL,NULL,NULL,214.998060,7.682,0
1,2011-06-24,83.58,3.594,NULL,NULL,NULL,NULL,NULL,215.091098,7.682,0
1,2011-07-01,85.55,3.524,NULL,NULL,NULL,NULL,NULL,215.184137,7.962,0
1,2011-07-08,85.83,3.480,NULL,NULL,NULL,NULL,NULL,215.277175,7.962,0
1,2011-07-15,88.54,3.575,NULL,NULL,NULL,NULL,NULL,215.361109,7.962,0
1,2011-07-22,85.77,3.651,NULL,NULL,NULL,NULL,NULL,215.422278,7.962,0
1,2011-07-29,86.83,3.682,NULL,NULL,NULL,NULL,NULL,215.483448,7.962,0
1,2011-08-05,91.65,3.684,NULL,NULL,NULL,NULL,NULL,215.544618,7.962,0
1,2011-08-12,90.76,3.638,NULL,NULL,NULL,NULL,NULL,215.605788,7.962,0
1,2011-08-19,89.94,3.554,NULL,NULL,NULL,NULL,NULL,215.669311,7.962,0
1,2011-08-26,87.96,3.523,NULL,NULL,NULL,NULL,NULL,215.733226,7.962,0
1,2011-09-02,87.83,3.533,NULL,NULL,NULL,NULL,NULL,215.797141,7.962,0
1,2011-09-09,76.00,3.546,NULL,NULL,NULL,NULL,NULL,215.861056,7.962,1
1,2011-09-16,79.94,3.526,NULL,NULL,NULL,NULL,NULL,216.041053,7.962,0
1,2011-09-23,75.80,3.467,NULL,NULL,NULL,NULL,NULL,216.375825,7.962,0
1,2011-09-30,79.69,3.355,NULL,NULL,NULL,NULL,NULL,216.710597,7.962,0
1,2011-10-07,69.31,3.285,NULL,NULL,NULL,NULL,NULL,217.045368,7.866,0
1,2011-10-14,71.74,3.274,NULL,NULL,NULL,NULL,NULL,217.355273,7.866,0
1,2011-10-21,63.71,3.353,NULL,NULL,NULL,NULL,NULL,217.515976,7.866,0
1,2011-10-28,66.57,3.372,NULL,NULL,NULL,NULL,NULL,217.676679,7.866,0
1,2011-11-04,54.98,3.332,NULL,NULL,NULL,NULL,NULL,217.837382,7.866,0
1,2011-11-11,59.11,3.297,10382.90,6115.67,215.07,2406.62,6551.42,217.998085,7.866,0
1,2011-11-18,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.220509,7.866,0
1,2011-11-25,60.14,3.236,410.31,98.00,55805.51,8.00,554.92,218.467621,7.866,1
1,2011-12-02,48.91,3.172,5629.51,68.00,1398.11,2084.64,20475.32,218.714733,7.866,0
1,2011-12-09,43.93,3.158,4640.65,19.00,105.02,3639.42,14461.82,218.961846,7.866,0
1,2011-12-16,51.63,3.159,5011.32,67.00,347.37,225.79,4011.37,219.179453,7.866,0
1,2011-12-23,47.96,3.112,2725.36,40.48,634.70,24.90,2739.43,219.357722,7.866,0
1,2011-12-30,44.55,3.129,5762.10,46011.38,260.36,983.65,4735.78,219.535990,7.866,1
1,2012-01-06,49.01,3.157,6277.39,21813.16,143.10,1450.13,8483.00,219.714258,7.348,0
1,2012-01-13,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.892526,7.348,0
1,2012-01-20,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.985689,7.348,0
1,2012-01-27,54.26,3.290,1164.46,1082.74,44.00,11.00,1222.19,220.078852,7.348,0
1,2012-02-03,56.55,3.360,34577.06,3579.21,160.53,32403.87,5630.40,220.172015,7.348,0
1,2012-02-10,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.265178,7.348,1
1,2012-02-17,45.32,3.510,9873.33,11062.27,9.80,8409.31,3402.66,220.425759,7.348,0
1,2012-02-24,57.25,3.555,9349.61,7556.01,3.20,1219.92,8143.59,220.636902,7.348,0
1,2012-03-02,60.96,3.630,15441.40,1569.00,10.80,25390.88,8067.61,220.848045,7.348,0
1,2012-03-09,58.76,3.669,10331.04,151.88,6.00,671.43,5509.84,221.059189,7.348,0
1,2012-03-16,64.74,3.734,4298.16,7.50,2.02,2724.65,2017.69,221.211813,7.348,0
1,2012-03-23,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.286413,7.348,0
1,2012-03-30,67.61,3.845,10309.58,0.50,10.25,1654.17,2642.78,221.361012,7.348,0
1,2012-04-06,70.43,3.891,10121.97,NULL,77.98,3750.59,4510.72,221.435611,7.143,0
1,2012-04-13,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.510211,7.143,0
1,2012-04-20,66.76,3.877,2230.80,612.02,19.75,275.13,5747.10,221.564074,7.143,0
1,2012-04-27,67.23,3.814,3221.25,NULL,35.49,577.14,6222.25,221.617937,7.143,0
1,2012-05-04,75.55,3.749,21290.13,NULL,69.89,4977.35,3261.04,221.671800,7.143,0
1,2012-05-11,73.77,3.688,8351.40,NULL,10.52,2443.14,3127.88,221.725663,7.143,0
1,2012-05-18,70.33,3.630,6154.14,NULL,45.11,1675.49,5508.18,221.742674,7.143,0
1,2012-05-25,77.22,3.561,4039.39,NULL,745.19,1429.96,3631.13,221.744944,7.143,0
1,2012-06-01,77.95,3.501,6086.21,12.00,370.51,148.75,3690.85,221.747214,7.143,0
1,2012-06-08,78.30,3.452,8813.81,116.80,64.55,2652.04,7161.91,221.749484,7.143,0
1,2012-06-15,79.35,3.393,5621.99,109.60,0.25,2420.28,3083.26,221.762642,7.143,0
1,2012-06-22,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.803021,7.143,0
1,2012-06-29,84.88,3.286,3965.73,161.60,NULL,435.99,4212.97,221.843400,7.143,0
1,2012-07-06,81.57,3.227,12218.76,94.40,192.83,4066.01,6149.04,221.883779,6.908,0
1,2012-07-13,77.12,3.256,7218.13,45.20,36.24,3909.38,2596.37,221.924158,6.908,0
1,2012-07-20,80.42,3.311,3213.00,313.72,9.53,2262.02,3228.19,221.932727,6.908,0
1,2012-07-27,82.66,3.407,7146.90,389.02,1.59,10267.54,4325.19,221.941295,6.908,0
1,2012-08-03,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.949864,6.908,0
1,2012-08-10,85.05,3.494,11436.22,245.00,6.85,6964.26,4836.22,221.958433,6.908,0
1,2012-08-17,84.85,3.571,3662.06,137.86,4.84,2752.20,3446.15,222.038411,6.908,0
1,2012-08-24,77.66,3.620,6237.83,260.06,2.97,3463.03,7988.25,222.171946,6.908,0
1,2012-08-31,80.49,3.638,21442.73,102.32,21.70,13209.64,3032.96,222.305481,6.908,0
1,2012-09-07,83.96,3.730,5204.68,35.74,50.94,4120.32,2737.17,222.439015,6.908,1
1,2012-09-14,74.97,3.717,17212.52,7.00,18.79,1523.11,7992.72,222.582019,6.908,0
1,2012-09-21,69.87,3.721,6352.30,7.64,4.69,1010.06,6456.71,222.781839,6.908,0
1,2012-09-28,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.981658,6.908,0
1,2012-10-05,68.55,3.617,8077.89,NULL,18.22,3617.43,3626.14,223.181477,6.573,0
1,2012-10-12,62.99,3.601,2086.18,NULL,8.11,602.36,5926.45,223.381297,6.573,0
1,2012-10-19,67.97,3.594,950.33,NULL,4.93,80.25,2312.85,223.425723,6.573,0
1,2012-10-26,69.16,3.506,2585.85,31.75,6.00,1057.16,1305.01,223.444251,6.573,0
1,2012-11-02,55.32,3.386,6766.44,5147.70,50.82,3639.90,2737.42,223.462779,6.573,0
1,2012-11-09,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.481307,6.573,0
1,2012-11-16,52.92,3.252,9696.28,292.10,103.78,1133.15,6612.69,223.512911,6.573,0
1,2012-11-23,56.23,3.211,883.59,4.17,74910.32,209.91,303.32,223.561947,6.573,1
1,2012-11-30,52.34,3.207,2460.03,NULL,3838.35,150.57,6966.34,223.610984,6.573,0
1,2012-12-07,64.12,3.198,6343.16,NULL,270.00,2928.90,10147.90,223.660021,6.573,0
1,2012-12-14,48.89,3.168,3504.83,NULL,73.26,1636.80,2779.60,223.719277,6.573,0
1,2012-12-21,56.02,3.098,8231.71,NULL,274.00,358.15,2834.02,223.839846,6.573,0
1,2012-12-28,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.960414,6.573,1
1,2013-01-04,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,0
1,2013-01-11,50.32,3.243,6520.24,16134.60,12.17,774.55,4001.25,224.201552,6.525,0
1,2013-01-18,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.40,224.235813,6.525,0
1,2013-01-25,53.37,3.227,965.89,1097.91,0.10,225.36,1831.88,224.235552,6.525,0
1,2013-02-01,56.46,3.244,9290.91,1359.90,265.00,20657.82,972.61,224.235290,6.525,0
1,2013-02-08,56.67,3.417,32355.16,729.80,280.89,20426.61,4671.78,224.235029,6.525,1
1,2013-02-15,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.276053,6.525,0
1,2013-02-22,50.25,3.597,20107.75,3163.89,42.20,15657.30,5812.86,224.420290,6.525,0
1,2013-03-01,48.01,3.711,10610.74,261.46,2.80,25.54,2747.59,224.564526,6.525,0
1,2013-03-08,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.708763,6.525,0
1,2013-03-15,55.33,3.622,3808.13,NULL,15.65,2616.60,1909.17,224.835681,6.525,0
1,2013-03-22,63.42,3.611,12553.98,NULL,495.10,6787.75,2545.66,224.919301,6.525,0
1,2013-03-29,51.00,3.606,13067.46,NULL,384.90,122.93,3903.80,225.002920,6.525,0
1,2013-04-05,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.086540,6.314,0
1,2013-04-12,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.170160,6.314,0
1,2013-04-19,67.10,3.451,3530.36,3.95,107.50,458.76,2062.05,225.170160,6.314,0
1,2013-04-26,59.23,3.417,2387.72,NULL,98.34,516.28,1421.63,225.170160,6.314,0
1,2013-05-03,66.66,3.386,2298.63,2.00,129.90,55.46,1301.04,NULL,NULL,0
1,2013-05-10,63.90,3.392,4624.61,83.88,42.38,1618.31,8144.90,NULL,NULL,0
1,2013-05-17,69.53,3.454,16170.50,92.00,8.32,4127.24,6206.97,NULL,NULL,0
1,2013-05-24,77.19,3.494,7959.89,178.00,1621.47,3152.57,2938.70,NULL,NULL,0
1,2013-05-31,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,NULL,NULL,0
1,2013-06-07,76.44,3.439,3514.75,742.59,116.15,1015.44,5137.09,NULL,NULL,0
1,2013-06-14,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,NULL,NULL,0
1,2013-06-21,81.35,3.479,8104.02,417.99,327.33,5182.25,3754.44,NULL,NULL,0
1,2013-06-28,83.94,3.495,4205.98,796.70,6.84,3816.78,4812.74,NULL,NULL,0
1,2013-07-05,79.85,3.422,7649.99,3503.29,1766.77,9454.96,1079.89,NULL,NULL,0
1,2013-07-12,83.12,3.400,6089.94,1362.42,209.62,2367.42,2651.05,NULL,NULL,0
1,2013-07-19,79.26,3.556,3117.04,1060.39,199.05,1012.30,5381.72,NULL,NULL,0
1,2013-07-26,81.54,3.620,332.17,673.19,1.00,38.63,1245.20,NULL,NULL,0
2,2010-02-05,40.19,2.572,NULL,NULL,NULL,NULL,NULL,210.752605,8.324,0
2,2010-02-12,38.49,2.548,NULL,NULL,NULL,NULL,NULL,210.897994,8.324,1
2,2010-02-19,39.69,2.514,NULL,NULL,NULL,NULL,NULL,210.945161,8.324,0
2,2010-02-26,46.10,2.561,NULL,NULL,NULL,NULL,NULL,210.975957,8.324,0
2,2010-03-05,47.17,2.625,NULL,NULL,NULL,NULL,NULL,211.006754,8.324,0
2,2010-03-12,57.56,2.667,NULL,NULL,NULL,NULL,NULL,211.037551,8.324,0
2,2010-03-19,54.52,2.720,NULL,NULL,NULL,NULL,NULL,210.873332,8.324,0
2,2010-03-26,51.26,2.732,NULL,NULL,NULL,NULL,NULL,210.676610,8.324,0
2,2010-04-02,63.27,2.719,NULL,NULL,NULL,NULL,NULL,210.479887,8.200,0
2,2010-04-09,65.41,2.770,NULL,NULL,NULL,NULL,NULL,210.283165,8.200,0
2,2010-04-16,68.07,2.808,NULL,NULL,NULL,NULL,NULL,210.149546,8.200,0
2,2010-04-23,65.11,2.795,NULL,NULL,NULL,NULL,NULL,210.100065,8.200,0
2,2010-04-30,66.98,2.780,NULL,NULL,NULL,NULL,NULL,210.050583,8.200,0
2,2010-05-07,71.28,2.835,NULL,NULL,NULL,NULL,NULL,210.001102,8.200,0
2,2010-05-14,73.31,2.854,NULL,NULL,NULL,NULL,NULL,209.998459,8.200,0
2,2010-05-21,74.83,2.826,NULL,NULL,NULL,NULL,NULL,210.276844,8.200,0
2,2010-05-28,81.13,2.759,NULL,NULL,NULL,NULL,NULL,210.555230,8.200,0
2,2010-06-04,81.81,2.705,NULL,NULL,NULL,NULL,NULL,210.833616,8.200,0
2,2010-06-11,83.40,2.668,NULL,NULL,NULL,NULL,NULL,211.112002,8.200,0
2,2010-06-18,85.81,2.637,NULL,NULL,NULL,NULL,NULL,211.109654,8.200,0
2,2010-06-25,86.26,2.653,NULL,NULL,NULL,NULL,NULL,210.995013,8.200,0
2,2010-07-02,82.74,2.669,NULL,NULL,NULL,NULL,NULL,210.880373,8.099,0
2,2010-07-09,82.59,2.642,NULL,NULL,NULL,NULL,NULL,210.765732,8.099,0
2,2010-07-16,85.32,2.623,NULL,NULL,NULL,NULL,NULL,210.757795,8.099,0
2,2010-07-23,87.66,2.608,NULL,NULL,NULL,NULL,NULL,210.892132,8.099,0
2,2010-07-30,83.49,2.640,NULL,NULL,NULL,NULL,NULL,211.026468,8.099,0
2,2010-08-06,89.53,2.627,NULL,NULL,NULL,NULL,NULL,211.160805,8.099,0
2,2010-08-13,89.05,2.692,NULL,NULL,NULL,NULL,NULL,211.295141,8.099,0
2,2010-08-20,88.70,2.664,NULL,NULL,NULL,NULL,NULL,211.259659,8.099,0
2,2010-08-27,87.12,2.619,NULL,NULL,NULL,NULL,NULL,211.224176,8.099,0
2,2010-09-03,81.83,2.577,NULL,NULL,NULL,NULL,NULL,211.188693,8.099,0
2,2010-09-10,79.09,2.565,NULL,NULL,NULL,NULL,NULL,211.153210,8.099,1
2,2010-09-17,82.05,2.582,NULL,NULL,NULL,NULL,NULL,211.180642,8.099,0
2,2010-09-24,81.79,2.624,NULL,NULL,NULL,NULL,NULL,211.255258,8.099,0
2,2010-10-01,69.24,2.603,NULL,NULL,NULL,NULL,NULL,211.329874,8.163,0
2,2010-10-08,63.19,2.633,NULL,NULL,NULL,NULL,NULL,211.404491,8.163,0
2,2010-10-15,65.80,2.720,NULL,NULL,NULL,NULL,NULL,211.471329,8.163,0
2,2010-10-22,68.50,2.725,NULL,NULL,NULL,NULL,NULL,211.518721,8.163,0
2,2010-10-29,66.24,2.716,NULL,NULL,NULL,NULL,NULL,211.566113,8.163,0
2,2010-11-05,57.85,2.689,NULL,NULL,NULL,NULL,NULL,211.613505,8.163,0
2,2010-11-12,59.69,2.728,NULL,NULL,NULL,NULL,NULL,211.660898,8.163,0
2,2010-11-19,50.81,2.771,NULL,NULL,NULL,NULL,NULL,211.547030,8.163,0
2,2010-11-26,62.98,2.735,NULL,NULL,NULL,NULL,NULL,211.406287,8.163,1
2,2010-12-03,49.33,2.708,NULL,NULL,NULL,NULL,NULL,211.265543,8.163,0
2,2010-12-10,45.50,2.843,NULL,NULL,NULL,NULL,NULL,211.124799,8.163,0
2,2010-12-17,47.55,2.869,NULL,NULL,NULL,NULL,NULL,211.064546,8.163,0
2,2010-12-24,49.97,2.886,NULL,NULL,NULL,NULL,NULL,211.064660,8.163,0
2,2010-12-31,47.30,2.943,NULL,NULL,NULL,NULL,NULL,211.064774,8.163,1
2,2011-01-07,44.69,2.976,NULL,NULL,NULL,NULL,NULL,211.064888,8.028,0
2,2011-01-14,33.02,2.983,NULL,NULL,NULL,NULL,NULL,211.117671,8.028,0
2,2011-01-21,41.40,3.016,NULL,NULL,NULL,NULL,NULL,211.486469,8.028,0
2,2011-01-28,42.83,3.010,NULL,NULL,NULL,NULL,NULL,211.855267,8.028,0
2,2011-02-04,38.25,2.989,NULL,NULL,NULL,NULL,NULL,212.224065,8.028,0
2,2011-02-11,33.19,3.022,NULL,NULL,NULL,NULL,NULL,212.592862,8.028,1
2,2011-02-18,57.83,3.045,NULL,NULL,NULL,NULL,NULL,212.903312,8.028,0
2,2011-02-25,60.80,3.065,NULL,NULL,NULL,NULL,NULL,213.190421,8.028,0
2,2011-03-04,57.77,3.288,NULL,NULL,NULL,NULL,NULL,213.477531,8.028,0
2,2011-03-11,52.70,3.459,NULL,NULL,NULL,NULL,NULL,213.764640,8.028,0
2,2011-03-18,62.32,3.488,NULL,NULL,NULL,NULL,NULL,214.015624,8.028,0
2,2011-03-25,69.42,3.473,NULL,NULL,NULL,NULL,NULL,214.252157,8.028,0
2,2011-04-01,55.43,3.524,NULL,NULL,NULL,NULL,NULL,214.488691,7.931,0
2,2011-04-08,67.00,3.622,NULL,NULL,NULL,NULL,NULL,214.725224,7.931,0
2,2011-04-15,69.48,3.743,NULL,NULL,NULL,NULL,NULL,214.942063,7.931,0
2,2011-04-22,69.39,3.807,NULL,NULL,NULL,NULL,NULL,215.109666,7.931,0
2,2011-04-29,69.21,3.810,NULL,NULL,NULL,NULL,NULL,215.277268,7.931,0
2,2011-05-06,61.48,3.906,NULL,NULL,NULL,NULL,NULL,215.444871,7.931,0
2,2011-05-13,74.61,3.899,NULL,NULL,NULL,NULL,NULL,215.612474,7.931,0
2,2011-05-20,67.14,3.907,NULL,NULL,NULL,NULL,NULL,215.383478,7.931,0
2,2011-05-27,76.42,3.786,NULL,NULL,NULL,NULL,NULL,215.154482,7.931,0
2,2011-06-03,83.07,3.699,NULL,NULL,NULL,NULL,NULL,214.925487,7.931,0
2,2011-06-10,83.40,3.648,NULL,NULL,NULL,NULL,NULL,214.696491,7.931,0
2,2011-06-17,86.53,3.637,NULL,NULL,NULL,NULL,NULL,214.651354,7.931,0
2,2011-06-24,85.17,3.594,NULL,NULL,NULL,NULL,NULL,214.744111,7.931,0
2,2011-07-01,85.69,3.524,NULL,NULL,NULL,NULL,NULL,214.836868,7.852,0
2,2011-07-08,87.70,3.480,NULL,NULL,NULL,NULL,NULL,214.929625,7.852,0
2,2011-07-15,89.83,3.575,NULL,NULL,NULL,NULL,NULL,215.013443,7.852,0
2,2011-07-22,89.34,3.651,NULL,NULL,NULL,NULL,NULL,215.074912,7.852,0
2,2011-07-29,90.07,3.682,NULL,NULL,NULL,NULL,NULL,215.136382,7.852,0
2,2011-08-05,93.34,3.684,NULL,NULL,NULL,NULL,NULL,215.197852,7.852,0
2,2011-08-12,91.58,3.638,NULL,NULL,NULL,NULL,NULL,215.259321,7.852,0
2,2011-08-19,89.86,3.554,NULL,NULL,NULL,NULL,NULL,215.322931,7.852,0
2,2011-08-26,90.45,3.523,NULL,NULL,NULL,NULL,NULL,215.386897,7.852,0
2,2011-09-02,89.64,3.533,NULL,NULL,NULL,NULL,NULL,215.450863,7.852,0
2,2011-09-09,77.97,3.546,NULL,NULL,NULL,NULL,NULL,215.514830,7.852,1
2,2011-09-16,78.85,3.526,NULL,NULL,NULL,NULL,NULL,215.694438,7.852,0
2,2011-09-23,75.58,3.467,NULL,NULL,NULL,NULL,NULL,216.028236,7.852,0
2,2011-09-30,78.14,3.355,NULL,NULL,NULL,NULL,NULL,216.362033,7.852,0
2,2011-10-07,69.92,3.285,NULL,NULL,NULL,NULL,NULL,216.695831,7.441,0
2,2011-10-14,71.67,3.274,NULL,NULL,NULL,NULL,NULL,217.004826,7.441,0
2,2011-10-21,64.53,3.353,NULL,NULL,NULL,NULL,NULL,217.165004,7.441,0
2,2011-10-28,65.87,3.372,NULL,NULL,NULL,NULL,NULL,217.325182,7.441,0
2,2011-11-04,55.53,3.332,NULL,NULL,NULL,NULL,NULL,217.485361,7.441,0
2,2011-11-11,59.33,3.297,10797.64,20445.00,443.32,4754.07,4787.16,217.645539,7.441,0
2,2011-11-18,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.867022,7.441,0
2,2011-11-25,56.36,3.236,919.71,62.00,77451.26,23.00,1589.43,218.113027,7.441,1
2,2011-12-02,48.74,3.172,8010.99,83.47,1897.27,4444.00,28238.93,218.359032,7.441,0
2,2011-12-09,41.76,3.158,11472.59,40.00,306.43,4160.55,8899.08,218.605037,7.441,0
2,2011-12-16,50.13,3.159,4908.83,61.03,341.49,469.80,4744.27,218.821793,7.441,0
2,2011-12-23,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.999550,7.441,0
2,2011-12-30,44.57,3.129,8321.44,92523.94,139.53,1515.40,3027.69,219.177306,7.441,1
