Store,Dept,Date,Weekly_Sales,IsHoliday
1,3,2011-05-27,8120.70,0
1,3,2011-06-03,8853.89,0
1,3,2011-06-10,7508.71,0
1,3,2011-06-17,7658.75,0
1,3,2011-06-24,6165.73,0
1,3,2011-07-01,8070.64,0
1,3,2011-07-08,7366.50,0
1,3,2011-07-15,11578.11,0
1,3,2011-07-22,16069.50,0
1,3,2011-07-29,21331.51,0
1,3,2011-08-05,31248.98,0
1,3,2011-08-12,32148.93,0
1,3,2011-08-19,41603.11,0
1,3,2011-08-26,49775.52,0
1,3,2011-09-02,19604.47,0
1,3,2011-09-09,12778.28,1
1,3,2011-09-16,10412.88,0
1,3,2011-09-23,9755.56,0
1,3,2011-09-30,10434.83,0
1,3,2011-10-07,9977.96,0
1,3,2011-10-14,9870.22,0
1,3,2011-10-21,10136.78,0
1,3,2011-10-28,9421.20,0
1,3,2011-11-04,9189.20,0
1,3,2011-11-11,9959.64,0
1,3,2011-11-18,10104.36,0
1,3,2011-11-25,9317.56,1
1,3,2011-12-02,10146.54,0
1,3,2011-12-09,12955.55,0
1,3,2011-12-16,13180.05,0
1,3,2011-12-23,13667.88,0
1,3,2011-12-30,8848.44,1
1,3,2012-01-06,13926.04,0
1,3,2012-01-13,13822.49,0
1,3,2012-01-20,11702.08,0
1,3,2012-01-27,10613.17,0
1,3,2012-02-03,12485.78,0
1,3,2012-02-10,12388.85,1
1,3,2012-02-17,10237.78,0
1,3,2012-02-24,10502.40,0
1,3,2012-03-02,11387.31,0
1,3,2012-03-09,11925.71,0
1,3,2012-03-16,8845.73,0
1,3,2012-03-23,7910.22,0
1,3,2012-03-30,9129.23,0
1,3,2012-04-06,9335.24,0
1,3,2012-04-13,7927.73,0
1,3,2012-04-20,8647.36,0
1,3,2012-04-27,8635.62,0
1,3,2012-05-04,10655.35,0
1,3,2012-05-11,10342.72,0
1,3,2012-05-18,8609.82,0
1,3,2012-05-25,8345.33,0
1,3,2012-06-01,7175.77,0
1,3,2012-06-08,8614.64,0
1,3,2012-06-15,8016.26,0
1,3,2012-06-22,7301.41,0
1,3,2012-06-29,7577.59,0
1,3,2012-07-06,8473.71,0
1,3,2012-07-13,13126.15,0
1,3,2012-07-20,20126.95,0
1,3,2012-07-27,22716.70,0
1,3,2012-08-03,30331.69,0
1,3,2012-08-10,28257.30,0
1,3,2012-08-17,31905.97,0
1,3,2012-08-24,43712.78,0
1,3,2012-08-31,50701.30,0
1,3,2012-09-07,18368.51,1
1,3,2012-09-14,14288.22,0
1,3,2012-09-21,13403.63,0
1,3,2012-09-28,13085.95,0
1,3,2012-10-05,11676.98,0
1,3,2012-10-12,10487.17,0
1,3,2012-10-19,8548.87,0
1,3,2012-10-26,9350.90,0
1,4,2010-02-05,39954.04,0
1,4,2010-02-12,35351.21,1
1,4,2010-02-19,36826.95,0
1,4,2010-02-26,34660.16,0
1,4,2010-03-05,38086.19,0
1,4,2010-03-12,32668.67,0
1,4,2010-03-19,34118.11,0
1,4,2010-03-26,33872.07,0
1,4,2010-04-02,37809.49,0
1,4,2010-04-09,36174.43,0
1,4,2010-04-16,34740.19,0
1,4,2010-04-23,33806.71,0
1,4,2010-04-30,33437.80,0
1,4,2010-05-07,37168.34,0
1,4,2010-05-14,33657.70,0
1,4,2010-05-21,35571.47,0
1,4,2010-05-28,36380.36,0
1,4,2010-06-04,40548.19,0
1,4,2010-06-11,36579.96,0
1,4,2010-06-18,35059.52,0
1,4,2010-06-25,34454.69,0
1,4,2010-07-02,39773.71,0
1,4,2010-07-09,39781.45,0
1,4,2010-07-16,35234.66,0
1,4,2010-07-23,36624.71,0
1,4,2010-07-30,36419.68,0
1,4,2010-08-06,40973.88,0
1,4,2010-08-13,36461.66,0
1,4,2010-08-20,39706.10,0
1,4,2010-08-27,36404.60,0
1,4,2010-09-03,38321.88,0
1,4,2010-09-10,36603.78,1
1,4,2010-09-17,33999.01,0
1,4,2010-09-24,32497.43,0
1,4,2010-10-01,34912.45,0
1,4,2010-10-08,35772.82,0
1,4,2010-10-15,34693.27,0
1,4,2010-10-22,32902.26,0
1,4,2010-10-29,35202.44,0
1,4,2010-11-05,37980.55,0
1,4,2010-11-12,35008.03,0
1,4,2010-11-19,37078.61,0
1,4,2010-11-26,46201.27,1
1,4,2010-12-03,37110.55,0
1,4,2010-12-10,36364.31,0
1,4,2010-12-17,39154.41,0
1,4,2010-12-24,47893.23,0
1,4,2010-12-31,36913.80,1
1,4,2011-01-07,37947.80,0
1,4,2011-01-14,34393.95,0
1,4,2011-01-21,33735.58,0
1,4,2011-01-28,32905.88,0
1,4,2011-02-04,35870.49,0
1,4,2011-02-11,37373.33,1
1,4,2011-02-18,36479.25,0
1,4,2011-02-25,33677.18,0
1,4,2011-03-04,37943.96,0
1,4,2011-03-11,35229.12,0
1,4,2011-03-18,34863.03,0
1,4,2011-03-25,34813.12,0
1,4,2011-04-01,34451.90,0
1,4,2011-04-08,36514.43,0
1,4,2011-04-15,33466.89,0
1,4,2011-04-22,35132.70,0
1,4,2011-04-29,34528.56,0
1,4,2011-05-06,37827.69,0
1,4,2011-05-13,33471.81,0
1,4,2011-05-20,34137.41,0
1,4,2011-05-27,36790.72,0
1,4,2011-06-03,42508.02,0
1,4,2011-06-10,35376.06,0
1,4,2011-06-17,35523.17,0
1,4,2011-06-24,35062.02,0
1,4,2011-07-01,36451.71,0
1,4,2011-07-08,39149.99,0
1,4,2011-07-15,33930.80,0
1,4,2011-07-22,34630.02,0
1,4,2011-07-29,35555.50,0
1,4,2011-08-05,39339.09,0
1,4,2011-08-12,37449.94,0
1,4,2011-08-19,39148.87,0
1,4,2011-08-26,37495.20,0
1,4,2011-09-02,36589.07,0
1,4,2011-09-09,35105.96,1
1,4,2011-09-16,34108.12,0
1,4,2011-09-23,32655.07,0
1,4,2011-09-30,32830.81,0
1,4,2011-10-07,37397.63,0
1,4,2011-10-14,35000.30,0
1,4,2011-10-21,33954.55,0
1,4,2011-10-28,34247.26,0
1,4,2011-11-04,39354.84,0
1,4,2011-11-11,36826.52,0
1,4,2011-11-18,37656.58,0
1,4,2011-11-25,46564.14,1
1,4,2011-12-02,38489.63,0
1,4,2011-12-09,38729.31,0
1,4,2011-12-16,38266.47,0
1,4,2011-12-23,47785.93,0
1,4,2011-12-30,37371.22,1
1,4,2012-01-06,40925.76,0
1,4,2012-01-13,36582.36,0
1,4,2012-01-20,33780.20,0
1,4,2012-01-27,33613.91,0
1,4,2012-02-03,40274.83,0
1,4,2012-02-10,39305.13,1
1,4,2012-02-17,36550.46,0
1,4,2012-02-24,34953.85,0
1,4,2012-03-02,38459.98,0
1,4,2012-03-09,38934.77,0
1,4,2012-03-16,38125.32,0
1,4,2012-03-23,36586.52,0
1,4,2012-03-30,37718.51,0
1,4,2012-04-06,42060.21,0
1,4,2012-04-13,37449.26,0
1,4,2012-04-20,36350.03,0
1,4,2012-04-27,36894.54,0
1,4,2012-05-04,41897.55,0
1,4,2012-05-11,35840.06,0
1,4,2012-05-18,34536.29,0
1,4,2012-05-25,38270.34,0
1,4,2012-06-01,41566.55,0
1,4,2012-06-08,41124.27,0
1,4,2012-06-15,39019.74,0
1,4,2012-06-22,37400.31,0
1,4,2012-06-29,39758.77,0
1,4,2012-07-06,44936.96,0
1,4,2012-07-13,38073.91,0
1,4,2012-07-20,38080.05,0
1,4,2012-07-27,35197.59,0
1,4,2012-08-03,41305.39,0
1,4,2012-08-10,40343.83,0
1,4,2012-08-17,38105.90,0
1,4,2012-08-24,36674.67,0
1,4,2012-08-31,37802.97,0
1,4,2012-09-07,39549.27,1
1,4,2012-09-14,35044.06,0
1,4,2012-09-21,34507.34,0
1,4,2012-09-28,34647.33,0
1,4,2012-10-05,39311.93,0
1,4,2012-10-12,35446.18,0
1,4,2012-10-19,35549.19,0
1,4,2012-10-26,36292.60,0
1,5,2010-02-05,32229.38,0
1,5,2010-02-12,29620.81,1
1,5,2010-02-19,26468.27,0
1,5,2010-02-26,24101.89,0
1,5,2010-03-05,23082.14,0
1,5,2010-03-12,21498.92,0
1,5,2010-03-19,22632.57,0
1,5,2010-03-26,38971.89,0
1,5,2010-04-02,29967.92,0
1,5,2010-04-09,18516.45,0
1,5,2010-04-16,11570.27,0
1,5,2010-04-23,24763.98,0
1,5,2010-04-30,22006.41,0
1,5,2010-05-07,19260.44,0
1,5,2010-05-14,16891.66,0
1,5,2010-05-21,16157.17,0
1,5,2010-05-28,15784.60,0
1,5,2010-06-04,22932.26,0
1,5,2010-06-11,21817.36,0
1,5,2010-06-18,19778.44,0
1,5,2010-06-25,19054.58,0
1,5,2010-07-02,18887.71,0
1,5,2010-07-09,20249.54,0
1,5,2010-07-16,17918.22,0
1,5,2010-07-23,17313.46,0
1,5,2010-07-30,16472.48,0
1,5,2010-08-06,16926.17,0
1,5,2010-08-13,15544.62,0
1,5,2010-08-20,15412.44,0
1,5,2010-08-27,13570.32,0
1,5,2010-09-03,15390.52,0
1,5,2010-09-10,17776.56,1
1,5,2010-09-17,15862.61,0
1,5,2010-09-24,17039.38,0
1,5,2010-10-01,23381.38,0
1,5,2010-10-08,19853.57,0
1,5,2010-10-15,20443.05,0
1,5,2010-10-22,19525.85,0
1,5,2010-10-29,16377.46,0
1,5,2010-11-05,23903.81,0
1,5,2010-11-12,23698.89,0
1,5,2010-11-19,24716.49,0
1,5,2010-11-26,70158.86,1
1,5,2010-12-03,36472.02,0
1,5,2010-12-10,49517.17,0
1,5,2010-12-17,59589.48,0
1,5,2010-12-24,85676.09,0
1,5,2010-12-31,32280.82,1
1,5,2011-01-07,22699.69,0
1,5,2011-01-14,17445.37,0
1,5,2011-01-21,18438.07,0
1,5,2011-01-28,22118.70,0
1,5,2011-02-04,31280.62,0
1,5,2011-02-11,36667.65,1
1,5,2011-02-18,31092.62,0
1,5,2011-02-25,23870.31,0
1,5,2011-03-04,28902.37,0
1,5,2011-03-11,23704.37,0
1,5,2011-03-18,22685.69,0
1,5,2011-03-25,18719.22,0
1,5,2011-04-01,23598.55,0
1,5,2011-04-08,22393.09,0
1,5,2011-04-15,22719.82,0
1,5,2011-04-22,21786.16,0
1,5,2011-04-29,17503.28,0
1,5,2011-05-06,16195.54,0
1,5,2011-05-13,15587.78,0
1,5,2011-05-20,15575.25,0
1,5,2011-05-27,16613.98,0
1,5,2011-06-03,16848.76,0
1,5,2011-06-10,18648.73,0
1,5,2011-06-17,17861.56,0
1,5,2011-06-24,21695.24,0
1,5,2011-07-01,19239.86,0
1,5,2011-07-08,17989.45,0
1,5,2011-07-15,18444.80,0
1,5,2011-07-22,19331.53,0
1,5,2011-07-29,17406.68,0
1,5,2011-08-05,21183.42,0
1,5,2011-08-12,21320.93,0
1,5,2011-08-19,18643.51,0
1,5,2011-08-26,15478.26,0
1,5,2011-09-02,20432.91,0
1,5,2011-09-09,19075.78,1
1,5,2011-09-16,19386.23,0
1,5,2011-09-23,20562.37,0
1,5,2011-09-30,16385.37,0
1,5,2011-10-07,30352.06,0
1,5,2011-10-14,22917.89,0
1,5,2011-10-21,32700.34,0
1,5,2011-10-28,26391.79,0
1,5,2011-11-04,31956.07,0
1,5,2011-11-11,31002.65,0
1,5,2011-11-18,27339.37,0
1,5,2011-11-25,79340.15,1
1,5,2011-12-02,32572.27,0
1,5,2011-12-09,41782.13,0
1,5,2011-12-16,43479.70,0
1,5,2011-12-23,61483.82,0
1,5,2011-12-30,34981.76,1
1,5,2012-01-06,23105.81,0
1,5,2012-01-13,19281.61,0
1,5,2012-01-20,19298.42,0
1,5,2012-01-27,21376.42,0
1,5,2012-02-03,28307.43,0
1,5,2012-02-10,38096.04,1
1,5,2012-02-17,46219.96,0
1,5,2012-02-24,30797.88,0
1,5,2012-03-02,30642.53,0
1,5,2012-03-09,25492.21,0
1,5,2012-03-16,29345.72,0
1,5,2012-03-23,25442.13,0
1,5,2012-03-30,22392.09,0
1,5,2012-04-06,28386.81,0
1,5,2012-04-13,18458.33,0
1,5,2012-04-20,16645.01,0
1,5,2012-04-27,17170.39,0
1,5,2012-05-04,18953.07,0
1,5,2012-05-11,17277.63,0
1,5,2012-05-18,17955.73,0
1,5,2012-05-25,18625.67,0
1,5,2012-06-01,17233.25,0
1,5,2012-06-08,24752.99,0
1,5,2012-06-15,21376.63,0
1,5,2012-06-22,24337.24,0
1,5,2012-06-29,20233.90,0
1,5,2012-07-06,19684.48,0
1,5,2012-07-13,18089.61,0
1,5,2012-07-20,17896.46,0
1,5,2012-07-27,14105.40,0
1,5,2012-08-03,17615.28,0
1,5,2012-08-10,18232.46,0
1,5,2012-08-17,15440.65,0
1,5,2012-08-24,22446.23,0
1,5,2012-08-31,18615.76,0
1,5,2012-09-07,18236.15,1
1,5,2012-09-14,19369.52,0
1,5,2012-09-21,25798.78,0
1,5,2012-09-28,22560.39,0
1,5,2012-10-05,25508.81,0
1,5,2012-10-12,20920.03,0
1,5,2012-10-19,20413.83,0
1,5,2012-10-26,25846.94,0
1,6,2010-02-05,5749.03,0
1,6,2010-02-12,9135.00,1
1,6,2010-02-19,6060.26,0
1,6,2010-02-26,5244.56,0
1,6,2010-03-05,4221.25,0
1,6,2010-03-12,5619.00,0
1,6,2010-03-19,4906.05,0
1,6,2010-03-26,7468.33,0
1,6,2010-04-02,4132.61,0
1,6,2010-04-09,4428.80,0
1,6,2010-04-16,5020.78,0
1,6,2010-04-23,3945.19,0
1,6,2010-04-30,4736.15,0
1,6,2010-05-07,7477.70,0
1,6,2010-05-14,6982.17,0
1,6,2010-05-21,3395.75,0
1,6,2010-05-28,6165.59,0
1,6,2010-06-04,5484.90,0
1,6,2010-06-11,4082.04,0
1,6,2010-06-18,3902.26,0
1,6,2010-06-25,4239.10,0
1,6,2010-07-02,4541.91,0
1,6,2010-07-09,4986.25,0
1,6,2010-07-16,4772.70,0
1,6,2010-07-23,5758.04,0
1,6,2010-07-30,3932.95,0
1,6,2010-08-06,4700.38,0
1,6,2010-08-13,3885.01,0
1,6,2010-08-20,4067.35,0
1,6,2010-08-27,3389.29,0
1,6,2010-09-03,3553.75,0
1,6,2010-09-10,4432.69,1
1,6,2010-09-17,4492.88,0
1,6,2010-09-24,4601.39,0
1,6,2010-10-01,2876.19,0
1,6,2010-10-08,4168.36,0
1,6,2010-10-15,5024.04,0
1,6,2010-10-22,4291.27,0
1,6,2010-10-29,5424.27,0
1,6,2010-11-05,5036.99,0
1,6,2010-11-12,4248.34,0
1,6,2010-11-19,3507.65,0
1,6,2010-11-26,20163.69,1
1,6,2010-12-03,6356.96,0
1,6,2010-12-10,6440.06,0
1,6,2010-12-17,12078.11,0
1,6,2010-12-24,28497.52,0
1,6,2010-12-31,5878.25,1
1,6,2011-01-07,1376.15,0
1,6,2011-01-14,2355.86,0
1,6,2011-01-21,2163.84,0
1,6,2011-01-28,3200.68,0
1,6,2011-02-04,3324.96,0
1,6,2011-02-11,4542.80,1
1,6,2011-02-18,4033.43,0
1,6,2011-02-25,4203.87,0
1,6,2011-03-04,3882.86,0
1,6,2011-03-11,3928.80,0
1,6,2011-03-18,2889.22,0
